id_site,nom,region,ville_commune,type_activite,sous_types_tags,latitude,longitude,adresse_ou_description_localisation,difficulte,duree_typique_visite,prix_approximatif_ar,prix_approximatif_eur,saison_recommandee,note_moyenne,nombre_avis,source_note,lien_page,description_courte,acces_transport,contraintes,cluster
259,Vallée du Tsaranoro (zone randonnée),Haute Matsiatra,Ambalavao,Aventure et randonnée,"Parois granitiques, Randonnée",-22.1833,46.9667,Vallée Tsaranoro,Moyen,4.0,15000,3.0,Mai à octobre,4.7,420,SafariBookings,https://www.safaribookings.com/blog/tsaranoro-valley-madagascar,Vallée spectaculaire avec parois granitiques pour randonnée,Voiture + guide,Randonnée physique,3
260,Train FCE (zone Manakara),Vatovavy-Fitovinany,Manakara,Culture et histoire,"Terminus train, Plage Manakara",-22.1333,48.0167,Terminus FCE à Manakara,Facile,1.5,0,0.0,Mai à octobre,4.5,350,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298289-d614286-Reviews-Manakara_Station-Madagascar.html,Terminus du train FCE avec plage et thermes,Train ou taxi,Retards possibles,2
261,Thermes de Manakara,Vatovavy-Fitovinany,Manakara,Thermalisme et bien-être,Sources thermales côtières,-22.1333,48.0167,Près de la plage Manakara,Facile,4.0,8000,1.6,Mai à octobre,4.4,220,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/manakara-thermes,Sources thermales près de la côte est,Taxi ou marche,Aucune,2
262,Plage de Manakara,Vatovavy-Fitovinany,Manakara,Plages et littoral,"Plage terminus train, Piscines naturelles",-22.1333,48.0167,Côte est à Manakara,Facile,2.5,0,0.0,Mai à octobre,4.3,280,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/manakara-beach,Plage charmante au terminus du train FCE,Marche depuis gare,Aucune,2
263,Parc National d'Andringitra (zone Pic Boby),Haute Matsiatra,Ambalavao,Aventure et randonnée,"Ascension Pic Boby, Paysages alpins",-22.2,46.8833,Zone sommet Andringitra,Très difficile,,30000,6.0,Avril à novembre,4.8,300,SafariBookings,https://www.safaribookings.com/parks/andringitra-national-park,Ascension du Pic Boby (2e sommet de Madagascar),Guide + camping,Altitude et froid,3
264,Fabrique de papier Antemoro (extension),Haute Matsiatra,Ambalavao,Artisanat et marchés,"Papier traditionnel, Ateliers",-21.8333,46.9333,Extension ateliers Ambalavao,Facile,1.0,5000,1.0,Mai à octobre,4.5,420,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298278-d614287-Reviews-Antemoro_Paper-Ambalavao_Haute_Matsiatra.html,Ateliers supplémentaires de papier Antemoro décoré,Taxi ou marche,Aucune,2
265,Vignobles d'Ambalavao (extension),Haute Matsiatra,Ambalavao,Gastronomie et vignobles,"Dégustation vin, Domaines",-21.8333,46.9333,Extension vignobles Ambalavao,Facile,1.5,8000,1.6,Mai à octobre,4.4,250,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ambalavao-vineyards,Domaines viticoles supplémentaires avec dégustation,Voiture,Aucune,2
266,Mont Ibity,Vakinankaratra,Antsirabe,Géologie et paysages,"Formations rocheuses, Point de vue",-20.0833,47.0167,Près d'Antsirabe,Moyen,3.5,8000,1.6,Avril à novembre,4.4,180,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/mont-ibity,Montagne aux formations rocheuses uniques et vue panoramique,Voiture + randonnée,Sentiers escarpés,2
267,Pousse-pousse décoré Antsirabe,Vakinankaratra,Antsirabe,Culture et histoire,"Balade traditionnelle, Artisanat urbain",-19.8667,47.0333,Centre-ville Antsirabe,Facile,1.0,5000,1.0,Toute l'année,4.5,380,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614288-Reviews-Pousse-Pousse-Antsirabe_Antananarivo_Province.html,Balade en pousse-pousse coloré emblématique d'Antsirabe,Marche ou location locale,Aucune,2
268,Ateliers d'artisanat Antsirabe,Vakinankaratra,Antsirabe,Artisanat et marchés,"Broderie, Corne, Bois sculpté",-19.8667,47.0333,Quartiers artisanaux Antsirabe,Facile,1.5,0,0.0,Toute l'année,4.4,320,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/antsirabe-crafts,"Visite d'ateliers de broderie, corne et bois sculpté",Taxi ou marche,Aucune,2
269,Réserve de Berenty (zone forêt épineuse),Anosy,Amboasary Sud,Nature et parcs nationaux,"Forêt épineuse, Lémuriens danseurs",-25.0,46.3,Zone épineuse de Berenty,Facile,8.0,30000,6.0,Mai à octobre,4.6,480,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/berenty-reserve,Extension forêt épineuse avec lémuriens sifaka danseurs,Voiture depuis Fort Dauphin,Aucune,3
270,Parc National de Kirindy Mitea (zone côtière),Menabe,Morondava,Nature et parcs nationaux,"Forêt sèche côtière, Lémuriens",-20.8333,44.1667,Zone côtière Kirindy Mitea,Moyen,8.0,20000,4.0,Mai à octobre,4.7,280,SafariBookings,https://www.safaribookings.com/parks/kirindy-mitea-national-park,Extension côtière avec forêt sèche et observation lémuriens,Voiture depuis Morondava,Aucune,1
271,Parc National de Zombitse (zone Vohibasia sud),Atsimo-Andrefana,Sakaraha,Nature et parcs nationaux,"Forêt transition sud, Avifaune rare",-22.9,44.65,Sud de Vohibasia,Moyen,4.0,15000,3.0,Mai à novembre,4.5,140,SafariBookings,https://www.safaribookings.com/parks/zombitse-vohibasia-national-park,Extension sud avec oiseaux endémiques et forêt de transition,Voiture depuis Toliara,Aucune,1
272,Tsingy de Bemaraha (zone Andranoboka),Melaky,Antsalova,Géologie et paysages,"Tsingy Andranoboka, Grottes calcaires",-18.95,44.8,Zone Andranoboka du Bemaraha,Difficile,8.0,35000,7.0,Juin à septembre,4.8,900,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsingy-de-bemaraha,Zone nord-ouest des tsingy avec grottes et ponts naturels,4x4 + guide,Terrains karstiques,3
273,Plage de Foulpointe (Mahavelona),Analanjirofo,Foulpointe,Plages et littoral,"Plage station balnéaire, Fort historique",-17.6667,49.5167,Mahavelona près de Toamasina,Facile,4.0,0,0.0,Avril à novembre,4.4,320,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g316110-d614289-Reviews-Foulpointe_Beach-Madagascar.html,Station balnéaire populaire avec plage et fort colonial,Taxi-brousse depuis Toamasina,Aucune,0
274,Canal des Pangalanes (section Brickaville),Atsinanana,Brickaville,Nature et parcs nationaux,"Canal, Rivière Rianila, Rizières",-18.8,49.0833,Zone Brickaville sur le canal,Moyen,8.0,15000,3.0,Toute l'année,4.3,180,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/pangalanes-canal,Section agricole du canal avec rizières et ponts,Pirogue ou bateau,Insectes,3
275,Parc National de Midongy du Sud (zone cascades),Anosy,Midongy Atsimo,Nature et parcs nationaux,"Cascades Midongy, Forêt isolée",-23.7,47.15,Zone cascades du parc,Difficile,8.0,22000,4.4,Juillet à octobre,4.6,90,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/midongy-du-sud,Cascades spectaculaires dans forêt humide isolée,4x4 + randonnée,Accès très difficile,3
276,Réserve de Kalalao (zone plage),Analanjirofo,Ambodifotatra,Plages et littoral,"Plage réserve, Snorkeling",-17.0333,49.8167,Zone plage de Kalalao sur Sainte Marie,Facile,4.0,12000,2.4,Juin à septembre,4.5,160,SafariBookings,https://www.safaribookings.com/reserves/kalalao-sainte-marie,Plage protégée de la réserve Kalalao avec snorkeling,Taxi ou marche locale,Aucune,0
277,Parc National de Namoroka (zone forêt),Melaky,Soalala,Nature et parcs nationaux,"Forêt sèche Namoroka, Tsingy",-16.4667,45.3167,Zone forêt de Namoroka,Moyen,8.0,25000,5.0,Juin à septembre,4.7,120,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/namoroka-national-park,Extension forêt sèche avec tsingy moins connus,4x4 + guide,Terrains rocheux,3
278,Plage de Tampolo,Analanjirofo,Fenoarivo Atsinanana,Plages et littoral,"Plage sauvage, Station pêche",-17.3667,49.4167,Tampolo côte est,Facile,2.5,0,0.0,Mai à octobre,4.3,140,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298287-d614290-Reviews-Tampolo_Beach-Madagascar.html,Plage sauvage et authentique près de la station Tampolo,Taxi-brousse,Aucune,0
279,Parc marin de Masoala (zone observation baleines),Analanjirofo,Maroantsetra,Observation animalière,"Baleines à bosse, Zone marine",-15.5667,50.2833,Zone baleines de Masoala,Moyen,4.0,35000,7.0,Juillet à septembre,4.8,420,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/masoala-whale-watching,Meilleur spot pour observation baleines à bosse,Bateau depuis Maroantsetra,Saison limitée,4
280,Nosy Mangabe (zone forêt littorale),Analanjirofo,Maroantsetra,Nature et parcs nationaux,"Forêt littorale, Aye-aye, Oiseaux",-15.5,49.7667,Zone forêt de Nosy Mangabe,Moyen,4.0,15000,3.0,Mai à octobre,4.6,210,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/nosy-mangabe,Zone forêt littorale protégée avec aye-aye,Bateau + randonnée,Accès nocturne limité,0
281,Vallée du Tsiribihina (zone villages),Menabe,Belo sur Tsiribihina,Culture et histoire,"Villages riverains, Rencontres locales",-19.5333,45.4667,Villages le long du Tsiribihina,Facile,1.5,0,0.0,Mai à octobre,4.6,300,SafariBookings,https://www.safaribookings.com/blog/tsiribihina-river-villages,Rencontres avec villages traditionnels lors de la descente,Bateau chaland,Aucune,2
282,Lac Alaotra (zone ornithologique),Alaotra-Mangoro,Ambatondrazaka,Observation animalière,"Oiseaux endémiques, Zones humides",-17.5,48.6333,Zone oiseaux du lac Alaotra,Facile,4.0,0,0.0,Mai à octobre,4.4,160,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/lac-alaotra,Zone humide riche en oiseaux endémiques du lac,Pirogue ou voiture,Aucune,2
283,Rivière Nosivolo (zone biodiversité),Alaotra-Mangoro,Marolambo,Nature et parcs nationaux,"Biodiversité aquatique, Poissons endémiques",-20.05,48.45,Zone biodiversité Nosivolo,Moyen,2.5,12000,2.4,Juin à novembre,4.5,100,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/nosivolo-river,Rivière sacrée avec poissons et écosystème aquatique unique,Pirogue + guide,Respect rites locaux,2
284,Oasis d'Amboasary Sud (zone cultures),Anosy,Amboasary Sud,Nature et parcs nationaux,"Cultures oasiennes, Agriculture aride",-25.0333,46.3833,Zone agricole oasis,Facile,2.0,8000,1.6,Mai à octobre,4.2,80,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298283-d614291-Reviews-Amboasary_Oasis-Madagascar.html,Oasis avec cultures maraîchères en milieu aride,Voiture depuis Taolagnaro,Chaleur,6
285,Mines de saphirs Ilakaka (zone marchés),Ihorombe,Ilakaka,Culture et histoire,"Marchés saphirs, Commerce artisanal",-22.7667,45.2333,Marchés autour des mines Ilakaka,Facile,1.5,0,0.0,Toute l'année,4.1,150,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/ilakaka-sapphire-market,Marchés animés de saphirs et pierres précieuses,Voiture + guide local,Sécurité minière,6
286,Forêt de Mikea (zone nomades),Atsimo-Andrefana,Manja,Culture et histoire,"Peuple Mikea, Mode de vie nomade",-22.5,43.5,Zone nomades Mikea,Moyen,8.0,25000,5.0,Avril à décembre,4.5,110,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/mikea-forest,Immersion avec le peuple Mikea semi-nomade dans la forêt sèche,4x4 + guide,Accès difficile,1
287,Parc National de Tsimanampetsotsa (zone forêt épineuse),Atsimo-Andrefana,Betioky Sud,Nature et parcs nationaux,"Forêt épineuse, Tortues, Baobabs",-24.1,43.75,Zone épineuse du parc,Moyen,8.0,20000,4.0,Avril à décembre,4.6,250,SafariBookings,https://www.safaribookings.com/parks/tsimanampetsotse-national-park,Forêt épineuse avec tortues radiées et baobabs,4x4 depuis Toliara,Chaleur extrême,1
288,Réserve de Beza-Mahafaly (zone Parcelle 2),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Parcelle 2, Lémuriens, Reptiles",-23.65,44.6333,Parcelle 2 de Beza-Mahafaly,Moyen,4.0,15000,3.0,Avril à décembre,4.5,130,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/beza-mahafaly,Zone secondaire avec observation lémuriens et reptiles,Voiture + guide,Aucune,1
289,Plage de Lokaro (zone isolée nord),Analanjirofo,Foulpointe,Plages et littoral,"Plage nord isolée, Excursion bateau",-17.05,49.9833,Nord de Lokaro,Facile,4.0,20000,4.0,Mai à octobre,4.6,200,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g316110-d614292-Reviews-Northern_Lokaro_Beach-Madagascar.html,Extension nord isolée de la plage Lokaro,Bateau depuis Foulpointe,Aucune,0
290,Lac Anony (zone flamants),Anosy,Amboasary Sud,Observation animalière,"Flamants roses, Zones humides",-25.0833,46.95,Zone flamants du lac Anony,Facile,1.5,0,0.0,Mai à novembre,4.4,150,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lac-anony,Zone observation flamants roses sur lac salé,Voiture depuis Taolagnaro,Soleil intense,6
291,Parc National d'Andringitra (zone vallée),Haute Matsiatra,Ambalavao,Nature et parcs nationaux,"Vallée granitique, Rivières",-22.1833,46.9667,Vallée d'Andringitra,Moyen,8.0,30000,6.0,Avril à novembre,4.7,280,SafariBookings,https://www.safaribookings.com/parks/andringitra-national-park,Vallée spectaculaire avec rivières et formations granitiques,Voiture + randonnée,Randonnée physique,3
292,Réserve d'Anja (zone lac),Haute Matsiatra,Ambalavao,Nature et parcs nationaux,"Petit lac, Lémuriens, Rochers",-21.8333,46.9333,Zone lac d'Anja,Facile,1.5,10000,2.0,Mai à octobre,4.6,900,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/anja-reserve,Petit lac entouré de rochers avec makis catta,Voiture depuis Ambalavao,Aucune,5
293,Train FCE (zone Fianarantsoa haute),Haute Matsiatra,Fianarantsoa,Culture et histoire,"Vieille ville, Vignobles depuis train",-21.4536,47.0858,Zone haute Fianarantsoa,Facile,1.5,0,0.0,Mai à octobre,4.5,400,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298290-d614293-Reviews-Fianarantsoa_Upper_Town-Madagascar.html,Vue sur vieille ville et vignobles depuis le train,Train ou taxi,Aucune,2
294,Sources thermales Antsirabe (zone moderne),Vakinankaratra,Antsirabe,Thermalisme et bien-être,Centre thermal moderne,-19.8667,47.0333,Zone moderne Antsirabe,Facile,4.0,12000,2.4,Toute l'année,4.4,250,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/antsirabe-thermal,Centre thermal récent avec piscines et soins,Taxi ou marche,Aucune,2
295,Lac Andraikiba (zone nautique),Vakinankaratra,Antsirabe,Volcanisme et lacs,"Activités nautiques, Pédalos",-19.9167,47.0667,Zone nautique du lac,Facile,2.5,0,0.0,Avril à novembre,4.4,220,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614294-Reviews-Andraikiba_Lake-Madagascar.html,Zone avec pédalos et activités sur le lac de cratère,Voiture ou taxi,Aucune,2
296,Betafo rizières (zone UNESCO),Vakinankaratra,Betafo,Culture et histoire,Rizières en terrasses classées UNESCO,-19.8333,46.85,Zone UNESCO Betafo,Facile,2.5,0,0.0,Toute l'année,4.5,300,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/betafo-rice-terraces,Rizières en escalier classées patrimoine mondial,Voiture ou taxi,Aucune,2
297,Lac Itasy (zone volcans),Itasy,Arivonimamo,Géologie et paysages,"Volcans éteints, Paysages lunaires",-19.1667,46.7333,Zone volcans du lac Itasy,Moyen,2.5,8000,1.6,Avril à novembre,4.4,160,SafariBookings,https://www.safaribookings.com/blog/lac-itasy-volcanoes,Zone volcanique avec paysages lunaires autour du lac,Voiture + randonnée,Sentiers escarpés,2
298,Chute de la Lily (zone supérieure),Itasy,Arivonimamo,Nature et parcs nationaux,"Cascade supérieure, Forêt environnante",-19.0333,46.8,Zone haute de la chute Lily,Facile,1.5,5000,1.0,Avril à novembre,4.4,130,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lily-falls,Partie supérieure de la cascade avec forêt,Voiture + courte marche,Sentier glissant,2
299,Massif Tsaratanana (zone base),Betsiboka,Bealanana,Aventure et randonnée,Base ascension Maromokotro,-16.7833,47.65,Zone base du massif,Difficile,,40000,8.0,Avril à novembre,4.8,70,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsaratanana-massif,Zone départ pour ascension du plus haut sommet de Madagascar,Expédition guidée + 4x4,Altitude élevée,4
300,Pic Saint-Louis (zone panorama),Anosy,Taolagnaro,Aventure et randonnée,Panorama complet sur Fort Dauphin,-25.05,46.9833,Zone sommet Pic Saint-Louis,Moyen,2.0,5000,1.0,Mai à novembre,4.5,200,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298283-d614295-Reviews-Pic_Saint_Louis-Madagascar.html,Point de vue 360° sur la ville et l'océan,Voiture + randonnée,Soleil intense,6
301,Plage Libanona (zone surf),Anosy,Taolagnaro,Plages et littoral,"Zone surf, Vagues régulières",-25.0318,46.9993,Zone surf de Libanona,Facile,2.5,0,0.0,Mai à novembre,4.4,300,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/libanona-beach,Partie plage idéale pour surf et baignade,Marche ou taxi local,Vagues,6
302,Rivière Onilahy (zone canyons),Atsimo-Andrefana,Betioky Sud,Géologie et paysages,"Canyons Onilahy, Crocodiles",-21.6667,45.1667,Zone canyons de l'Onilahy,Moyen,1.5,0,0.0,Avril à décembre,4.3,110,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/onilahy-river,Canyons spectaculaires le long du fleuve,Voiture + pirogue,Courants,6
303,Oasis Amboasary Sud (zone village),Anosy,Amboasary Sud,Culture et histoire,"Village oasis, Artisanat local",-25.0333,46.3833,Zone village oasis,Facile,2.0,8000,1.6,Mai à octobre,4.2,80,SafariBookings,https://www.safaribookings.com/blog/amboasary-oasis-village,Village authentique avec cultures et artisanat en oasis,Voiture depuis Taolagnaro,Chaleur,6
304,Mines Ilakaka (zone extraction),Ihorombe,Ilakaka,Culture et histoire,Zones extraction artisanale,-22.7667,45.2333,Zones mines Ilakaka,Facile,1.5,0,0.0,Toute l'année,4.1,140,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ilakaka-mines,Zones d'extraction artisanale de saphirs,Voiture + guide local,Sécurité minière,6
305,Forêt Mikea (zone campements),Atsimo-Andrefana,Manja,Culture et histoire,"Campements Mikea, Chasse traditionnelle",-22.5,43.5,Zone campements Mikea,Moyen,8.0,25000,5.0,Avril à décembre,4.5,100,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/mikea-forest,Campements semi-nomades du peuple Mikea,4x4 + guide,Accès difficile,1
306,Tsimanampetsotsa (zone baobabs),Atsimo-Andrefana,Betioky Sud,Nature et parcs nationaux,"Baobabs, Forêt épineuse",-24.1,43.75,Zone baobabs du parc,Moyen,8.0,20000,4.0,Avril à décembre,4.6,220,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298288-d614296-Reviews-Tsimanampetsotse_Baobabs-Madagascar.html,Zone avec baobabs et forêt épineuse,4x4 depuis Toliara,Chaleur extrême,1
307,Beza-Mahafaly (zone Parcelle 3),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Parcelle 3, Reptiles, Oiseaux",-23.65,44.6333,Parcelle 3 de Beza-Mahafaly,Moyen,4.0,15000,3.0,Avril à décembre,4.5,110,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/beza-mahafaly,Zone tertiaire avec reptiles et oiseaux,Voiture + guide,Aucune,1
308,Plage Lokaro (zone sud),Analanjirofo,Foulpointe,Plages et littoral,"Plage sud isolée, Excursion pirogue",-17.15,49.9833,Sud de Lokaro,Facile,4.0,20000,4.0,Mai à octobre,4.6,180,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/lokaro-beach,Extension sud sauvage de Lokaro,Bateau depuis Foulpointe,Aucune,0
309,Lac Anony (zone cordon littoral),Anosy,Amboasary Sud,Nature et parcs nationaux,"Cordon littoral, Flamants, Lagune",-25.0833,46.95,Zone cordon du lac Anony,Facile,1.5,0,0.0,Mai à novembre,4.4,130,SafariBookings,https://www.safaribookings.com/blog/lac-anony-madagascar,Cordon reliant lac salé et mer avec flamants,Voiture depuis Taolagnaro,Soleil intense,6
310,Andringitra (zone camping),Haute Matsiatra,Ambalavao,Aventure et randonnée,"Zones camping, Randonnée multi-jours",-22.2,46.8833,Zones camping Andringitra,Difficile,,30000,6.0,Avril à novembre,4.8,250,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298278-d614297-Reviews-Andringitra_Camping-Madagascar.html,Zones camping pour randonnées multi-jours dans le massif,Guide + équipement camping,Altitude et froid,3
311,Anja (zone village communautaire),Haute Matsiatra,Ambalavao,Culture et histoire,"Village communautaire, Gestion locale",-21.8333,46.9333,Village gestion Anja,Facile,1.5,10000,2.0,Mai à octobre,4.7,700,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/anja-community,Village communautaire gérant la réserve,Voiture depuis Ambalavao,Aucune,5
312,Train FCE (zone rizières),Haute Matsiatra,Fianarantsoa,Culture et histoire,Rizières vues depuis train,-21.4536,47.0858,Zone rizières sur trajet FCE,Facile,1.5,0,0.0,Mai à octobre,4.5,380,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/fce-rice-fields,Paysages de rizières en terrasses depuis le train,Train,Retards possibles,2
313,Sources thermales Antsirabe (zone bains publics),Vakinankaratra,Antsirabe,Thermalisme et bien-être,Bains publics thermaux,-19.8667,47.0333,Zone bains publics Antsirabe,Facile,4.0,5000,1.0,Toute l'année,4.3,300,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614298-Reviews-Public_Thermal_Baths-Antsirabe_Antananarivo_Province.html,Bains publics naturels et populaires,Taxi ou marche,Aucune,2
314,Lac Andraikiba (zone pique-nique),Vakinankaratra,Antsirabe,Nature et parcs nationaux,Zone pique-nique lacustre,-19.9167,47.0667,Zone pique-nique Andraikiba,Facile,2.5,0,0.0,Avril à novembre,4.4,200,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/andraikiba-lake,Zone aménagée pour pique-nique autour du lac,Voiture ou taxi,Aucune,2
315,Betafo (zone village traditionnel),Vakinankaratra,Betafo,Culture et histoire,"Village traditionnel, Artisanat",-19.8333,46.85,Village Betafo,Facile,2.5,0,0.0,Toute l'année,4.5,280,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/betafo-village,Village traditionnel avec rizières et artisanat,Voiture ou taxi,Aucune,2
316,Lac Itasy (zone cascades),Itasy,Arivonimamo,Nature et parcs nationaux,Cascades autour du lac,-19.0667,46.7833,Zone cascades Itasy,Facile,4.0,0,0.0,Avril à novembre,4.3,170,SafariBookings,https://www.safaribookings.com/blog/lac-itasy-cascades,Cascades et rivières autour du lac volcanique,Voiture + courte marche,Sentiers humides,2
317,Chute de la Lily (zone forêt),Itasy,Arivonimamo,Nature et parcs nationaux,Forêt environnante cascade,-19.0333,46.8,Zone forêt Lily,Facile,1.5,5000,1.0,Avril à novembre,4.4,120,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298282-d614299-Reviews-Lily_Forest-Madagascar.html,Forêt dense autour de la chute Lily,Voiture + marche,Sentier glissant,2
318,Massif Tsaratanana (zone forêts),Betsiboka,Bealanana,Nature et parcs nationaux,Forêts humides Tsaratanana,-16.7833,47.65,Zone forêts du massif,Difficile,,40000,8.0,Avril à novembre,4.8,60,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/tsaratanana-forests,Forêts humides autour du plus haut sommet,Expédition guidée,Altitude et logistique,4
319,Pic Saint-Louis (zone base),Anosy,Taolagnaro,Aventure et randonnée,Base randonnée Pic Saint-Louis,-25.05,46.9833,Zone base du pic,Moyen,2.0,5000,1.0,Mai à novembre,4.5,180,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/pic-saint-louis,Zone départ pour ascension et panorama,Voiture + randonnée,Soleil intense,6
320,Plage Libanona (zone nord),Anosy,Taolagnaro,Plages et littoral,Zone nord plage Libanona,-25.0318,46.9993,Nord de Libanona,Facile,2.5,0,0.0,Mai à novembre,4.4,260,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298283-d614300-Reviews-Northern_Libanona_Beach-Madagascar.html,Extension nord de la plage urbaine de Fort Dauphin,Marche ou taxi local,Aucune,6
321,Parc National de Ranomafana (zone Bambou),Haute Matsiatra,Ranomafana,Nature et parcs nationaux,"Forêt de bambou, Lémuriens dorés",-21.25,47.45,Zone bambou Ranomafana,Moyen,3.5,25000,5.0,Avril à novembre,4.6,520,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/ranomafana-bamboo,Forêt de bambou avec lémuriens dorés et sentiers accessibles,Voiture + guide,Sentiers humides,3
322,Réserve d'Anja (zone village),Haute Matsiatra,Ambalavao,Culture et histoire,"Village communautaire, Gestion locale",-21.8333,46.9333,Village Anja,Facile,1.5,10000,2.0,Mai à octobre,4.7,800,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/anja-community,Village gérant la réserve avec rencontres locales,Voiture depuis Ambalavao,Aucune,5
323,Train FCE (zone Mananjary),Vatovavy-Fitovinany,Mananjary,Culture et histoire,"Architecture coloniale, Port Mananjary",-21.2167,48.3333,Zone Mananjary sur trajet FCE,Facile,1.5,0,0.0,Mai à octobre,4.4,290,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298291-d614301-Reviews-Mananjary_Station-Madagascar.html,Architecture coloniale et port vus depuis le train,Train,Retards possibles,2
324,Vignobles Ambalavao (zone dégustation),Haute Matsiatra,Ambalavao,Gastronomie et vignobles,"Dégustation, Domaines locaux",-21.8333,46.9333,Zone dégustation vignobles,Facile,1.5,8000,1.6,Mai à octobre,4.4,220,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/ambalavao-wine,Dégustation de vins malgaches dans les domaines,Voiture,Aucune,2
325,Sources thermales Antsirabe (zone spa),Vakinankaratra,Antsirabe,Thermalisme et bien-être,"Spa thermal, Soins modernes",-19.8667,47.0333,Zone spa Antsirabe,Facile,4.0,15000,3.0,Toute l'année,4.4,280,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/antsirabe-spa,Centre spa avec soins à base d’eau thermale,Taxi ou marche,Aucune,2
326,Lac Andraikiba (zone randonnée),Vakinankaratra,Antsirabe,Nature et parcs nationaux,Sentiers autour du lac,-19.9167,47.0667,Zone randonnée Andraikiba,Facile,2.5,0,0.0,Avril à novembre,4.4,190,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614302-Reviews-Andraikiba_Trails-Madagascar.html,Sentiers pédestres autour du lac de cratère,Voiture ou taxi,Aucune,2
327,Betafo (zone thermes),Vakinankaratra,Betafo,Thermalisme et bien-être,Sources thermales Betafo,-19.8333,46.85,Zone thermes Betafo,Facile,4.0,5000,1.0,Toute l'année,4.3,210,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/betafo-thermal,Sources thermales naturelles dans village traditionnel,Voiture ou taxi,Aucune,2
328,Lac Itasy (zone pêche),Itasy,Arivonimamo,Nature et parcs nationaux,"Pêche locale, Oiseaux",-19.0667,46.7833,Zone pêche du lac Itasy,Facile,4.0,0,0.0,Avril à novembre,4.3,140,SafariBookings,https://www.safaribookings.com/blog/lac-itasy-fishing,Zone pêche traditionnelle sur le lac volcanique,Voiture ou pirogue,Aucune,2
